	ref	merged	Index	Celltype	genenames
TM, FACS - Marrow.B cell-Klf2	0.7248495221138	0.7248495221138	TM, FACS	Marrow.B cell	Klf2
TM, FACS - Marrow.B cell-Foxo1	0.724094271659851	0.724094271659851	TM, FACS	Marrow.B cell	Foxo1
TM, FACS - Marrow.B cell-Fam129c	0.716260731220245	0.716260731220245	TM, FACS	Marrow.B cell	Fam129c
TM, FACS - Marrow.B cell-Cd74	0.715384602546692	0.715384602546692	TM, FACS	Marrow.B cell	Cd74
TM, FACS - Marrow.B cell-Cd38	0.712468206882477	0.712468206882477	TM, FACS	Marrow.B cell	Cd38
TM, FACS - Marrow.B cell-Hvcn1	0.711945056915283	0.711945056915283	TM, FACS	Marrow.B cell	Hvcn1
TM, 10X - Marrow.B cell-Cd79a	0.951791763305664	0.559309840202332	TM, 10X	Marrow.B cell	Cd79a
TM, 10X - Marrow.B cell-Cd19	0.935492694377899	0.712616801261902	TM, 10X	Marrow.B cell	Cd19
TM, 10X - Marrow.B cell-Pou2af1	0.911456882953644	0.757409453392029	TM, 10X	Marrow.B cell	Pou2af1
TM, 10X - Marrow.B cell-Vpreb3	0.876784145832062	0.60052216053009	TM, 10X	Marrow.B cell	Vpreb3
TM, 10X - Marrow.B cell-Spib	0.869705975055695	0.665121674537659	TM, 10X	Marrow.B cell	Spib
TM, 10X - Marrow.B cell-Ebf1	0.837724506855011	0.599388360977173	TM, 10X	Marrow.B cell	Ebf1
TM, 10X - Marrow.B cell-Fcrla	0.837182402610779	0.714792907238007	TM, 10X	Marrow.B cell	Fcrla
TM, 10X - Marrow.B cell-Blnk	0.834951460361481	0.685840666294098	TM, 10X	Marrow.B cell	Blnk
TM, 10X - Marrow.B cell-Blk	0.813341557979584	0.655172407627106	TM, 10X	Marrow.B cell	Blk
TM, 10X - Marrow.B cell-2010001M09Rik	0.78577995300293	0.692160606384277	TM, 10X	Marrow.B cell	2010001M09Rik
TM, 10X - Marrow.B cell-Tnfrsf13c	0.762015104293823	0.576502740383148	TM, 10X	Marrow.B cell	Tnfrsf13c
TM, 10X - Marrow.B cell-Bach2	0.747972130775452	0.650813519954681	TM, 10X	Marrow.B cell	Bach2
TM, 10X - Marrow.B cell-Fam129c	0.716260731220245	0.621333360671997	TM, 10X	Marrow.B cell	Fam129c
TM, 10X - Marrow.B cell-Cd38	0.712468206882477	0.533536612987518	TM, 10X	Marrow.B cell	Cd38
Seurat v3 - Marrow.B cell-Cd79a	0.951791763305664	0.848197340965271	Seurat v3	Marrow.B cell	Cd79a
Seurat v3 - Marrow.B cell-Cd19	0.935492694377899	0.893087267875671	Seurat v3	Marrow.B cell	Cd19
Seurat v3 - Marrow.B cell-Pou2af1	0.911456882953644	0.879891991615295	Seurat v3	Marrow.B cell	Pou2af1
Seurat v3 - Marrow.B cell-Vpreb3	0.876784145832062	0.807507693767548	Seurat v3	Marrow.B cell	Vpreb3
Seurat v3 - Marrow.B cell-Spib	0.869705975055695	0.831072211265564	Seurat v3	Marrow.B cell	Spib
Seurat v3 - Marrow.B cell-Ly6d	0.855046808719635	0.76905083656311	Seurat v3	Marrow.B cell	Ly6d
Seurat v3 - Marrow.B cell-Ebf1	0.837724506855011	0.798698008060455	Seurat v3	Marrow.B cell	Ebf1
Seurat v3 - Marrow.B cell-Fcrla	0.837182402610779	0.813181638717651	Seurat v3	Marrow.B cell	Fcrla
Seurat v3 - Marrow.B cell-Blnk	0.834951460361481	0.805724263191223	Seurat v3	Marrow.B cell	Blnk
Seurat v3 - Marrow.B cell-Cd79b	0.820284605026245	0.745575964450836	Seurat v3	Marrow.B cell	Cd79b
Seurat v3 - Marrow.B cell-Blk	0.813341557979584	0.785570085048676	Seurat v3	Marrow.B cell	Blk
Seurat v3 - Marrow.B cell-Ets1	0.796447396278381	0.668504476547241	Seurat v3	Marrow.B cell	Ets1
Seurat v3 - Marrow.B cell-Chst3	0.792679071426392	0.748942911624908	Seurat v3	Marrow.B cell	Chst3
Seurat v3 - Marrow.B cell-2010001M09Rik	0.78577995300293	0.762479722499847	Seurat v3	Marrow.B cell	2010001M09Rik
Seurat v3 - Marrow.B cell-Siglecg	0.780238509178162	0.721866488456726	Seurat v3	Marrow.B cell	Siglecg
Seurat v3 - Marrow.B cell-Ppp1r16b	0.775585353374481	0.729904294013977	Seurat v3	Marrow.B cell	Ppp1r16b
Seurat v3 - Marrow.B cell-Ikzf3	0.7718865275383	0.713129758834839	Seurat v3	Marrow.B cell	Ikzf3
Seurat v3 - Marrow.B cell-Chchd10	0.766126990318298	0.688799738883972	Seurat v3	Marrow.B cell	Chchd10
Seurat v3 - Marrow.B cell-Tnfrsf13c	0.762015104293823	0.729574739933014	Seurat v3	Marrow.B cell	Tnfrsf13c
Seurat v3 - Marrow.B cell-Faim3	0.76084178686142	0.700426399707794	Seurat v3	Marrow.B cell	Faim3
Seurat v3 - Marrow.B cell-Bach2	0.747972130775452	0.729710698127747	Seurat v3	Marrow.B cell	Bach2
Seurat v3 - Marrow.B cell-Ms4a1	0.746692538261414	0.687210261821747	Seurat v3	Marrow.B cell	Ms4a1
Seurat v3 - Marrow.B cell-Foxo1	0.724094271659851	0.675346493721008	Seurat v3	Marrow.B cell	Foxo1
Seurat v3 - Marrow.B cell-Fam129c	0.716260731220245	0.697465658187866	Seurat v3	Marrow.B cell	Fam129c
Seurat v3 - Marrow.B cell-Cd38	0.712468206882477	0.681758403778076	Seurat v3	Marrow.B cell	Cd38
TM, FACS - Marrow.Fraction A pre-pro B cell-Cd300c	0.854794502258301	0.854794502258301	TM, FACS	Marrow.Fraction A pre	Cd300c
TM, FACS - Marrow.Fraction A pre-pro B cell-Ccr9	0.730853378772736	0.730853378772736	TM, FACS	Marrow.Fraction A pre	Ccr9
TM, FACS - Marrow.Fraction A pre-pro B cell-Havcr1	0.695945918560028	0.695945918560028	TM, FACS	Marrow.Fraction A pre	Havcr1
TM, FACS - Marrow.Fraction A pre-pro B cell-Cd7	0.66412216424942	0.66412216424942	TM, FACS	Marrow.Fraction A pre	Cd7
TM, FACS - Marrow.Fraction A pre-pro B cell-Pacsin1	0.654462277889252	0.654462277889252	TM, FACS	Marrow.Fraction A pre	Pacsin1
TM, FACS - Marrow.Fraction A pre-pro B cell-Slc41a2	0.649859964847565	0.649859964847565	TM, FACS	Marrow.Fraction A pre	Slc41a2
TM, FACS - Marrow.Fraction A pre-pro B cell-Upb1	0.643326044082642	0.643326044082642	TM, FACS	Marrow.Fraction A pre	Upb1
TM, FACS - Marrow.Fraction A pre-pro B cell-Ddr1	0.628726243972778	0.628726243972778	TM, FACS	Marrow.Fraction A pre	Ddr1
TM, FACS - Marrow.Fraction A pre-pro B cell-Tmem221	0.624657511711121	0.624657511711121	TM, FACS	Marrow.Fraction A pre	Tmem221
TM, FACS - Marrow.Fraction A pre-pro B cell-Cd209d	0.621428549289703	0.621428549289703	TM, FACS	Marrow.Fraction A pre	Cd209d
TM, FACS - Marrow.Fraction A pre-pro B cell-Klra17	0.616822421550751	0.616822421550751	TM, FACS	Marrow.Fraction A pre	Klra17
TM, FACS - Marrow.Fraction A pre-pro B cell-Cox6a2	0.613190710544586	0.613190710544586	TM, FACS	Marrow.Fraction A pre	Cox6a2
TM, FACS - Marrow.Fraction A pre-pro B cell-Cdh5	0.610465168952942	0.610465168952942	TM, FACS	Marrow.Fraction A pre	Cdh5
TM, FACS - Marrow.Fraction A pre-pro B cell-Olfr164	0.592833876609802	0.592833876609802	TM, FACS	Marrow.Fraction A pre	Olfr164
TM, FACS - Marrow.Fraction A pre-pro B cell-Sh3bgr	0.587786257266998	0.587786257266998	TM, FACS	Marrow.Fraction A pre	Sh3bgr
TM, FACS - Marrow.Fraction A pre-pro B cell-Gm12253	0.5703125	0.5703125	TM, FACS	Marrow.Fraction A pre	Gm12253
TM, FACS - Marrow.Fraction A pre-pro B cell-Pdzd4	0.563451766967773	0.563451766967773	TM, FACS	Marrow.Fraction A pre	Pdzd4
TM, FACS - Marrow.Fraction A pre-pro B cell-Klrd1	0.560185134410858	0.560185134410858	TM, FACS	Marrow.Fraction A pre	Klrd1
TM, FACS - Marrow.Fraction A pre-pro B cell-Atp2a1	0.544041454792023	0.544041454792023	TM, FACS	Marrow.Fraction A pre	Atp2a1
TM, FACS - Marrow.Fraction A pre-pro B cell-Lifr	0.532231450080872	0.532231450080872	TM, FACS	Marrow.Fraction A pre	Lifr
TM, FACS - Marrow.Fraction A pre-pro B cell-Mycl1	0.522988498210907	0.522988498210907	TM, FACS	Marrow.Fraction A pre	Mycl1
TM, FACS - Marrow.Fraction A pre-pro B cell-Foxr1	0.515384614467621	0.515384614467621	TM, FACS	Marrow.Fraction A pre	Foxr1
TM, FACS - Marrow.Fraction A pre-pro B cell-Siglech	0.514534890651703	0.514534890651703	TM, FACS	Marrow.Fraction A pre	Siglech
TM, FACS - Marrow.Fraction A pre-pro B cell-Ptprf	0.510843396186829	0.510843396186829	TM, FACS	Marrow.Fraction A pre	Ptprf
TM, FACS - Marrow.Fraction A pre-pro B cell-Gm5547	0.502923965454102	0.502923965454102	TM, FACS	Marrow.Fraction A pre	Gm5547
TM, FACS - Marrow.Fraction A pre-pro B cell-Lefty1	0.5	0.5	TM, FACS	Marrow.Fraction A pre	Lefty1
TM, FACS - Marrow.Fraction A pre-pro B cell-Rnd3	0.49602547287941	0.49602547287941	TM, FACS	Marrow.Fraction A pre	Rnd3
TM, FACS - Marrow.Fraction A pre-pro B cell-Csf2rb2	0.493548393249512	0.493548393249512	TM, FACS	Marrow.Fraction A pre	Csf2rb2
TM, FACS - Marrow.Fraction A pre-pro B cell-Ccr5	0.485436916351318	0.485436916351318	TM, FACS	Marrow.Fraction A pre	Ccr5
TM, FACS - Marrow.Fraction A pre-pro B cell-Grm8	0.483606547117233	0.483606547117233	TM, FACS	Marrow.Fraction A pre	Grm8
Seurat v3 - Marrow.Fraction A pre-pro B cell-Cd300c	0.854794502258301	0.638036787509918	Seurat v3	Marrow.Fraction A pre	Cd300c
Seurat v3 - Marrow.Fraction A pre-pro B cell-Ccr9	0.730853378772736	0.579861104488373	Seurat v3	Marrow.Fraction A pre	Ccr9
Seurat v3 - Marrow.Fraction A pre-pro B cell-Havcr1	0.695945918560028	0.532299697399139	Seurat v3	Marrow.Fraction A pre	Havcr1
Seurat v3 - Marrow.Fraction A pre-pro B cell-Cd7	0.66412216424942	0.409411758184433	Seurat v3	Marrow.Fraction A pre	Cd7
Seurat v3 - Marrow.Fraction A pre-pro B cell-Pacsin1	0.654462277889252	0.512544751167297	Seurat v3	Marrow.Fraction A pre	Pacsin1
Seurat v3 - Marrow.Fraction A pre-pro B cell-Slc41a2	0.649859964847565	0.530892491340637	Seurat v3	Marrow.Fraction A pre	Slc41a2
Seurat v3 - Marrow.Fraction A pre-pro B cell-Upb1	0.643326044082642	0.368421047925949	Seurat v3	Marrow.Fraction A pre	Upb1
Seurat v3 - Marrow.Fraction A pre-pro B cell-Ddr1	0.628726243972778	0.508771896362305	Seurat v3	Marrow.Fraction A pre	Ddr1
Seurat v3 - Marrow.Fraction A pre-pro B cell-Tmem221	0.624657511711121	0.490322560071945	Seurat v3	Marrow.Fraction A pre	Tmem221
Seurat v3 - Marrow.Fraction A pre-pro B cell-Cd209d	0.621428549289703	0.453125	Seurat v3	Marrow.Fraction A pre	Cd209d
Seurat v3 - Marrow.Fraction A pre-pro B cell-Klra17	0.616822421550751	0.442211031913757	Seurat v3	Marrow.Fraction A pre	Klra17
Seurat v3 - Marrow.Fraction A pre-pro B cell-Cox6a2	0.613190710544586	0.424691379070282	Seurat v3	Marrow.Fraction A pre	Cox6a2
Seurat v3 - Marrow.Fraction A pre-pro B cell-Cdh5	0.610465168952942	0.482758641242981	Seurat v3	Marrow.Fraction A pre	Cdh5
Seurat v3 - Marrow.Fraction A pre-pro B cell-Olfr164	0.592833876609802	0.491891890764236	Seurat v3	Marrow.Fraction A pre	Olfr164
Seurat v3 - Marrow.Fraction A pre-pro B cell-Sh3bgr	0.587786257266998	0.449567705392838	Seurat v3	Marrow.Fraction A pre	Sh3bgr
Seurat v3 - Marrow.Fraction A pre-pro B cell-Gm12253	0.5703125	0.452012360095978	Seurat v3	Marrow.Fraction A pre	Gm12253
Seurat v3 - Marrow.Fraction A pre-pro B cell-Pdzd4	0.563451766967773	0.436647176742554	Seurat v3	Marrow.Fraction A pre	Pdzd4
Seurat v3 - Marrow.Fraction A pre-pro B cell-Atp2a1	0.544041454792023	0.45064377784729	Seurat v3	Marrow.Fraction A pre	Atp2a1
Seurat v3 - Marrow.Fraction A pre-pro B cell-Lifr	0.532231450080872	0.415384650230408	Seurat v3	Marrow.Fraction A pre	Lifr
Seurat v3 - Marrow.Fraction A pre-pro B cell-Mycl1	0.522988498210907	0.376811563968658	Seurat v3	Marrow.Fraction A pre	Mycl1
Seurat v3 - Marrow.Fraction A pre-pro B cell-Foxr1	0.515384614467621	0.403614431619644	Seurat v3	Marrow.Fraction A pre	Foxr1
Seurat v3 - Marrow.Fraction A pre-pro B cell-Siglech	0.514534890651703	0.406857132911682	Seurat v3	Marrow.Fraction A pre	Siglech
Seurat v3 - Marrow.Fraction A pre-pro B cell-Ptprf	0.510843396186829	0.421471148729324	Seurat v3	Marrow.Fraction A pre	Ptprf
Seurat v3 - Marrow.Fraction A pre-pro B cell-Ccr5	0.485436916351318	0.360360354185104	Seurat v3	Marrow.Fraction A pre	Ccr5
Seurat v3 - Marrow.Fraction A pre-pro B cell-Grm8	0.483606547117233	0.38187700510025	Seurat v3	Marrow.Fraction A pre	Grm8
TM, FACS - Marrow.granulocyte-Mmp9	0.861751139163971	0.861751139163971	TM, FACS	Marrow.granulocyte	Mmp9
TM, FACS - Marrow.granulocyte-Il1f9	0.847953259944916	0.847953259944916	TM, FACS	Marrow.granulocyte	Il1f9
TM, FACS - Marrow.granulocyte-Fpr1	0.84539008140564	0.84539008140564	TM, FACS	Marrow.granulocyte	Fpr1
TM, FACS - Marrow.granulocyte-Fpr2	0.844621479511261	0.844621479511261	TM, FACS	Marrow.granulocyte	Fpr2
TM, FACS - Marrow.granulocyte-Adam8	0.829151749610901	0.829151749610901	TM, FACS	Marrow.granulocyte	Adam8
TM, FACS - Marrow.granulocyte-C5ar1	0.821266949176788	0.821266949176788	TM, FACS	Marrow.granulocyte	C5ar1
TM, FACS - Marrow.granulocyte-Slfn4	0.816860437393188	0.816860437393188	TM, FACS	Marrow.granulocyte	Slfn4
TM, FACS - Marrow.granulocyte-Dhrs9	0.804841160774231	0.804841160774231	TM, FACS	Marrow.granulocyte	Dhrs9
TM, FACS - Marrow.granulocyte-Cxcr2	0.803921580314636	0.803921580314636	TM, FACS	Marrow.granulocyte	Cxcr2
TM, FACS - Marrow.granulocyte-1100001G20Rik	0.790799558162689	0.790799558162689	TM, FACS	Marrow.granulocyte	1100001G20Rik
TM, FACS - Marrow.granulocyte-Hdc	0.774972558021545	0.774972558021545	TM, FACS	Marrow.granulocyte	Hdc
TM, FACS - Marrow.granulocyte-Cd300ld	0.763888895511627	0.763888895511627	TM, FACS	Marrow.granulocyte	Cd300ld
TM, FACS - Marrow.granulocyte-Lrg1	0.758064448833466	0.758064448833466	TM, FACS	Marrow.granulocyte	Lrg1
TM, FACS - Marrow.granulocyte-Retnlg	0.754793167114258	0.754793167114258	TM, FACS	Marrow.granulocyte	Retnlg
TM, FACS - Marrow.granulocyte-Pilra	0.75086110830307	0.75086110830307	TM, FACS	Marrow.granulocyte	Pilra
TM, FACS - Marrow.granulocyte-Gp49a	0.747519314289093	0.747519314289093	TM, FACS	Marrow.granulocyte	Gp49a
TM, FACS - Marrow.granulocyte-Mmp8	0.722334027290344	0.722334027290344	TM, FACS	Marrow.granulocyte	Mmp8
TM, FACS - Marrow.granulocyte-Il1rn	0.721617460250854	0.721617460250854	TM, FACS	Marrow.granulocyte	Il1rn
TM, FACS - Marrow.granulocyte-Chi3l1	0.719278454780579	0.719278454780579	TM, FACS	Marrow.granulocyte	Chi3l1
TM, FACS - Marrow.granulocyte-Cd300lf	0.718468487262726	0.718468487262726	TM, FACS	Marrow.granulocyte	Cd300lf
TM, FACS - Marrow.granulocyte-Gm10872	0.717863082885742	0.717863082885742	TM, FACS	Marrow.granulocyte	Gm10872
TM, FACS - Marrow.granulocyte-Mrgpra2b	0.71692305803299	0.71692305803299	TM, FACS	Marrow.granulocyte	Mrgpra2b
TM, FACS - Marrow.granulocyte-Alox5	0.712975084781647	0.712975084781647	TM, FACS	Marrow.granulocyte	Alox5
TM, FACS - Marrow.granulocyte-Trem3	0.699029088020325	0.699029088020325	TM, FACS	Marrow.granulocyte	Trem3
TM, FACS - Marrow.granulocyte-1810033B17Rik	0.693170249462128	0.693170249462128	TM, FACS	Marrow.granulocyte	1810033B17Rik
TM, FACS - Marrow.granulocyte-Il1r2	0.690909087657928	0.690909087657928	TM, FACS	Marrow.granulocyte	Il1r2
TM, FACS - Marrow.granulocyte-Ccr1	0.689947128295898	0.689947128295898	TM, FACS	Marrow.granulocyte	Ccr1
TM, FACS - Marrow.granulocyte-Slfn1	0.685772716999054	0.685772716999054	TM, FACS	Marrow.granulocyte	Slfn1
TM, FACS - Marrow.granulocyte-Trem1	0.682857155799866	0.682857155799866	TM, FACS	Marrow.granulocyte	Trem1
TM, FACS - Marrow.granulocyte-Bmx	0.680327892303467	0.680327892303467	TM, FACS	Marrow.granulocyte	Bmx
TM, 10X - Marrow.granulocyte-Mmp9	0.861751139163971	0.742166042327881	TM, 10X	Marrow.granulocyte	Mmp9
TM, 10X - Marrow.granulocyte-Fpr2	0.844621479511261	0.735330760478973	TM, 10X	Marrow.granulocyte	Fpr2
TM, 10X - Marrow.granulocyte-C5ar1	0.821266949176788	0.645885288715363	TM, 10X	Marrow.granulocyte	C5ar1
TM, 10X - Marrow.granulocyte-Slfn4	0.816860437393188	0.554105937480927	TM, 10X	Marrow.granulocyte	Slfn4
TM, 10X - Marrow.granulocyte-Cxcr2	0.803921580314636	0.602919697761536	TM, 10X	Marrow.granulocyte	Cxcr2
TM, 10X - Marrow.granulocyte-Hdc	0.774972558021545	0.623376667499542	TM, 10X	Marrow.granulocyte	Hdc
TM, 10X - Marrow.granulocyte-Lrg1	0.758064448833466	0.692192912101746	TM, 10X	Marrow.granulocyte	Lrg1
TM, 10X - Marrow.granulocyte-Pilra	0.75086110830307	0.570971190929413	TM, 10X	Marrow.granulocyte	Pilra
TM, 10X - Marrow.granulocyte-Mmp8	0.722334027290344	0.581946551799774	TM, 10X	Marrow.granulocyte	Mmp8
TM, 10X - Marrow.granulocyte-Chi3l1	0.719278454780579	0.684664011001587	TM, 10X	Marrow.granulocyte	Chi3l1
TM, 10X - Marrow.granulocyte-Trem3	0.699029088020325	0.610183954238892	TM, 10X	Marrow.granulocyte	Trem3
TM, 10X - Marrow.granulocyte-1810033B17Rik	0.693170249462128	0.537578701972961	TM, 10X	Marrow.granulocyte	1810033B17Rik
Seurat v3 - Marrow.granulocyte-Mmp9	0.861751139163971	0.780796408653259	Seurat v3	Marrow.granulocyte	Mmp9
Seurat v3 - Marrow.granulocyte-Fpr1	0.84539008140564	0.579659044742584	Seurat v3	Marrow.granulocyte	Fpr1
Seurat v3 - Marrow.granulocyte-Fpr2	0.844621479511261	0.770276010036469	Seurat v3	Marrow.granulocyte	Fpr2
Seurat v3 - Marrow.granulocyte-Adam8	0.829151749610901	0.617032110691071	Seurat v3	Marrow.granulocyte	Adam8
Seurat v3 - Marrow.granulocyte-C5ar1	0.821266949176788	0.708199381828308	Seurat v3	Marrow.granulocyte	C5ar1
Seurat v3 - Marrow.granulocyte-Slfn4	0.816860437393188	0.644902050495148	Seurat v3	Marrow.granulocyte	Slfn4
Seurat v3 - Marrow.granulocyte-Cxcr2	0.803921580314636	0.683566391468048	Seurat v3	Marrow.granulocyte	Cxcr2
Seurat v3 - Marrow.granulocyte-1100001G20Rik	0.790799558162689	0.609472274780273	Seurat v3	Marrow.granulocyte	1100001G20Rik
Seurat v3 - Marrow.granulocyte-Hdc	0.774972558021545	0.674690306186676	Seurat v3	Marrow.granulocyte	Hdc
Seurat v3 - Marrow.granulocyte-Lrg1	0.758064448833466	0.709981858730316	Seurat v3	Marrow.granulocyte	Lrg1
Seurat v3 - Marrow.granulocyte-Retnlg	0.754793167114258	0.550892174243927	Seurat v3	Marrow.granulocyte	Retnlg
Seurat v3 - Marrow.granulocyte-Pilra	0.75086110830307	0.628051042556763	Seurat v3	Marrow.granulocyte	Pilra
Seurat v3 - Marrow.granulocyte-Gp49a	0.747519314289093	0.598958313465118	Seurat v3	Marrow.granulocyte	Gp49a
Seurat v3 - Marrow.granulocyte-Mmp8	0.722334027290344	0.628820955753326	Seurat v3	Marrow.granulocyte	Mmp8
Seurat v3 - Marrow.granulocyte-Chi3l1	0.719278454780579	0.696347057819366	Seurat v3	Marrow.granulocyte	Chi3l1
Seurat v3 - Marrow.granulocyte-Cd300lf	0.718468487262726	0.574532806873322	Seurat v3	Marrow.granulocyte	Cd300lf
Seurat v3 - Marrow.granulocyte-Mrgpra2b	0.71692305803299	0.582638502120972	Seurat v3	Marrow.granulocyte	Mrgpra2b
Seurat v3 - Marrow.granulocyte-Alox5	0.712975084781647	0.565789461135864	Seurat v3	Marrow.granulocyte	Alox5
Seurat v3 - Marrow.granulocyte-Trem3	0.699029088020325	0.63982105255127	Seurat v3	Marrow.granulocyte	Trem3
Seurat v3 - Marrow.granulocyte-1810033B17Rik	0.693170249462128	0.579505264759064	Seurat v3	Marrow.granulocyte	1810033B17Rik
Seurat v3 - Marrow.granulocyte-Ccr1	0.689947128295898	0.553260445594788	Seurat v3	Marrow.granulocyte	Ccr1
TM, FACS - Marrow.hematopoietic stem cell-Ctla2a	0.920788288116455	0.920788288116455	TM, FACS	Marrow.hematopoietic stem cell	Ctla2a
TM, FACS - Marrow.hematopoietic stem cell-Meis1	0.916437804698944	0.916437804698944	TM, FACS	Marrow.hematopoietic stem cell	Meis1
TM, FACS - Marrow.hematopoietic stem cell-Kit	0.916435599327087	0.916435599327087	TM, FACS	Marrow.hematopoietic stem cell	Kit
TM, FACS - Marrow.hematopoietic stem cell-Eltd1	0.911532342433929	0.911532342433929	TM, FACS	Marrow.hematopoietic stem cell	Eltd1
TM, FACS - Marrow.hematopoietic stem cell-Angpt1	0.909017384052277	0.909017384052277	TM, FACS	Marrow.hematopoietic stem cell	Angpt1
TM, FACS - Marrow.hematopoietic stem cell-Prtn3	0.895682156085968	0.895682156085968	TM, FACS	Marrow.hematopoietic stem cell	Prtn3
TM, FACS - Marrow.hematopoietic stem cell-Rab38	0.893244385719299	0.893244385719299	TM, FACS	Marrow.hematopoietic stem cell	Rab38
TM, FACS - Marrow.hematopoietic stem cell-Gpr56	0.878284871578217	0.878284871578217	TM, FACS	Marrow.hematopoietic stem cell	Gpr56
TM, FACS - Marrow.hematopoietic stem cell-Tspan4	0.874218761920929	0.874218761920929	TM, FACS	Marrow.hematopoietic stem cell	Tspan4
TM, FACS - Marrow.hematopoietic stem cell-Cd34	0.873288810253143	0.873288810253143	TM, FACS	Marrow.hematopoietic stem cell	Cd34
TM, FACS - Marrow.hematopoietic stem cell-Ifitm1	0.869314074516296	0.869314074516296	TM, FACS	Marrow.hematopoietic stem cell	Ifitm1
TM, FACS - Marrow.hematopoietic stem cell-Cd27	0.858181834220886	0.858181834220886	TM, FACS	Marrow.hematopoietic stem cell	Cd27
TM, FACS - Marrow.hematopoietic stem cell-Fam69b	0.856292545795441	0.856292545795441	TM, FACS	Marrow.hematopoietic stem cell	Fam69b
TM, FACS - Marrow.hematopoietic stem cell-Spns2	0.854755342006683	0.854755342006683	TM, FACS	Marrow.hematopoietic stem cell	Spns2
TM, FACS - Marrow.hematopoietic stem cell-Egfl7	0.851777851581573	0.851777851581573	TM, FACS	Marrow.hematopoietic stem cell	Egfl7
TM, FACS - Marrow.hematopoietic stem cell-Muc13	0.846314013004303	0.846314013004303	TM, FACS	Marrow.hematopoietic stem cell	Muc13
TM, FACS - Marrow.hematopoietic stem cell-Hlf	0.845578610897064	0.845578610897064	TM, FACS	Marrow.hematopoietic stem cell	Hlf
TM, FACS - Marrow.hematopoietic stem cell-Nrgn	0.837031364440918	0.837031364440918	TM, FACS	Marrow.hematopoietic stem cell	Nrgn
TM, FACS - Marrow.hematopoietic stem cell-Tmem176a	0.824188113212585	0.824188113212585	TM, FACS	Marrow.hematopoietic stem cell	Tmem176a
TM, FACS - Marrow.hematopoietic stem cell-Igfbp4	0.81964910030365	0.81964910030365	TM, FACS	Marrow.hematopoietic stem cell	Igfbp4
TM, FACS - Marrow.hematopoietic stem cell-Gcnt2	0.815355062484741	0.815355062484741	TM, FACS	Marrow.hematopoietic stem cell	Gcnt2
TM, FACS - Marrow.hematopoietic stem cell-Tmem176b	0.814696490764618	0.814696490764618	TM, FACS	Marrow.hematopoietic stem cell	Tmem176b
TM, FACS - Marrow.hematopoietic stem cell-Nme4	0.812447488307953	0.812447488307953	TM, FACS	Marrow.hematopoietic stem cell	Nme4
